776,4
777,1
778,0
779,4
780,10
781,10
782,17
783,14
784,19
785,11
786,16
787,21
788,21
789,21
790,19
791,19
792,11
793,6
794,1
795,1
796,10
797,16
798,19
799,7
800,4
801,6
802,16
803,13
804,9
805,6
806,14
807,18
808,17
809,14
810,18
811,22
812,32
813,31
814,29
815,25
816,26
817,17
818,7
819,1
820,1
821,2
822,5
823,6
824,8
825,3
826,5
827,17
828,19
829,22
830,10
831,19
832,19
833,19
834,17
835,19
836,26
837,26
838,37
839,38
840,46
841,38
842,34
843,27
844,21
845,25
846,25
847,23
848,21
849,21
850,22
851,23
852,26
853,30
854,42
855,49
856,52
857,51
858,50
859,48
860,51
861,49
862,52
863,46
864,42
865,39
866,29
867,35
868,32
869,38
870,23
871,21
872,13
873,19
874,14
875,14
876,9
877,21
878,21
879,34
880,31
881,33
882,25
883,25
884,24
885,34
886,48
887,62
888,65
889,61
890,57
891,46
892,27
893,14
894,5
895,4
896,11
897,21
898,36
899,35
900,54
901,54
902,59
903,47
904,49
905,43
906,35
907,18
908,9
909,0
910,0
911,1
912,2
913,2
914,0
915,0
916,0
917,5
918,5
919,10
920,10
921,10
922,6
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,7
931,7
932,9
933,7
934,12
935,23
936,27
937,25
938,16
939,12
940,10
941,9
942,12
943,11
944,16
945,14
946,20
947,18
948,9
949,6
950,12
951,12
952,32
953,32
954,40
955,27
956,41
957,35
958,38
959,34
960,13
961,7
962,3
963,3
964,3
965,8
966,4
967,9
968,18
969,32
970,37
971,34
972,30
973,40
974,39
975,35
976,30
977,31
978,35
979,33
980,37
981,43
982,47
983,51
984,51
985,62
986,61
987,47
988,21
989,2
990,0
991,2
992,2
993,2
994,1
995,1
996,4
997,7
998,9
999,8
1000,5
1001,11
1002,15
1003,16
1004,16
1005,14
1006,11
1007,3
1008,0
1009,2
1010,3
1011,3
1012,0
1013,1
1014,1
1015,7
1016,10
1017,18
1018,25
1019,32
1020,35
1021,24
1022,11
1023,9
1024,19
1025,23
1026,22
1027,18
1028,18
1029,13
1030,13
1031,21
1032,24
1033,26
1034,19
1035,20
1036,20
1037,22
1038,26
1039,29
1040,37
1041,37
1042,39
1043,38
1044,41
1045,47
1046,52
1047,56
1048,60
1049,60
1050,59
1051,49
1052,32
1053,24
1054,21
1055,34
1056,28
1057,19
1058,9
1059,3
1060,2
1061,1
1062,5
1063,5
1064,6
1065,7
1066,7
1067,9
1068,3
1069,3
1070,2
1071,4
1072,5
1073,4
1074,10
1075,18
1076,17
1077,17
1078,9
1079,13
1080,5
1081,9
1082,2
1083,4
1084,0
1085,0
1086,0
1087,6
1088,8
1089,14
1090,16
1091,16
1092,24
1093,20
1094,24
1095,29
1096,41
1097,32
1098,23
1099,10
1100,6
1101,1
1102,0
1103,1
1104,4
1105,7
1106,10
1107,8
1108,5
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,13
1117,15
1118,21
1119,15
1120,18
1121,19
1122,20
1123,24
1124,17
1125,21
1126,21
1127,29
1128,23
1129,21
1130,20
1131,18
1132,26
1133,20
1134,21
1135,9
1136,8
1137,18
1138,28
1139,37
1140,21
1141,9
1142,2
1143,6
1144,11
1145,18
1146,18
1147,12
1148,2
1149,0
1150,0
1151,0
1152,4
1153,4
1154,6
1155,1
1156,1
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,1
1164,9
1165,15
1166,13
1167,8
1168,6
1169,11
1170,14
1171,19
1172,14
1173,10
1174,6
1175,10
1176,9
1177,4
1178,4
1179,7
1180,7
1181,4
1182,1
1183,14
1184,24
1185,31
1186,31
1187,31
1188,33
1189,36
1190,51
1191,70
1192,86
1193,86
1194,74
1195,70
1196,77
1197,85
1198,78
1199,68
1200,62
1201,63
1202,64
1203,61
1204,57
1205,43
1206,34
1207,26
1208,26
1209,36
1210,53
1211,54
1212,59
1213,61
1214,69
1215,66
1216,66
1217,73
1218,71
1219,60
1220,44
1221,45
1222,44
1223,49
1224,46
1225,46
1226,37
1227,28
1228,32
1229,42
1230,42
1231,49
1232,57
1233,80
1234,93
1235,75
1236,54
1237,28
1238,31
1239,47
1240,69
1241,97
1242,98
1243,94
1244,85
1245,68
1246,49
1247,16
1248,6
1249,5
1250,18
1251,19
1252,14
1253,7
1254,7
1255,13
1256,7
1257,5
1258,3
1259,4
1260,7
1261,6
1262,6
1263,3
1264,1
1265,0
1266,0
1267,0
1268,5
1269,10
1270,10
1271,8
1272,7
1273,19
1274,23
1275,34
1276,34
1277,41
1278,39
1279,40
1280,48
1281,47
1282,44
1283,34
1284,40
1285,42
1286,48
1287,39
1288,37
1289,28
1290,36
1291,41
1292,36
1293,24
1294,19
1295,34
1296,36
1297,37
1298,37
1299,40
1300,47
1301,48
1302,62
1303,72
1304,76
1305,78
1306,70
1307,62
1308,49
1309,47
1310,52
1311,62
1312,59
1313,59
1314,61
1315,68
1316,69
1317,57
1318,49
1319,45
1320,58
1321,54
1322,52
1323,43
1324,39
1325,27
1326,27
1327,36
1328,56
1329,62
1330,65
1331,62
1332,70
1333,67
1334,67
1335,62
1336,61
1337,60
1338,54
1339,61
1340,61
1341,61
1342,47
1343,45
1344,27
1345,16
1346,8
1347,15
1348,21
1349,27
1350,25
1351,34
1352,34
1353,45
1354,55
1355,61
1356,70
1357,76
1358,71
1359,56
1360,43
1361,51
1362,51
1363,52
1364,45
1365,48
1366,40
1367,34
1368,26
1369,25
1370,21
1371,16
1372,19
1373,18
1374,16
1375,4
1376,13
1377,29
1378,49
1379,49
1380,57
1381,51
1382,44
1383,42
1384,48
1385,50
1386,44
1387,40
1388,45
1389,44
1390,43
1391,34
1392,40
1393,44
1394,46
1395,44
1396,43
1397,51
1398,53
1399,50
1400,51
1401,57
1402,71
1403,64
1404,62
1405,51
1406,52
1407,47
1408,53
1409,59
1410,73
1411,74
1412,83
1413,82
1414,70
1415,51
1416,23
1417,22
1418,51
1419,51
1420,51
1421,51
1422,50
1423,40
1424,46
1425,47
1426,50
1427,45
1428,32
1429,21
1430,21
1431,27
1432,31
1433,31
1434,31
1435,31
1436,34
1437,27
1438,34
1439,32
1440,38
1441,27
1442,24
1443,18
1444,13
1445,15
1446,12
1447,11
1448,5
1449,6
1450,-1
1451,16
1452,18
1453,24
1454,21
1455,20
1456,16
1457,17
1458,21
1459,27
1460,22
1461,22
1462,14
1463,15
1464,17
1465,16
1466,11
1467,3
1468,0
1469,0
1470,1
1471,1
1472,1
1473,0
1474,8
1475,15
1476,26
1477,24
1478,29
1479,33
1480,38
1481,41
1482,36
1483,41
1484,33
1485,37
1486,31
1487,39
1488,50
1489,45
1490,29
1491,4
1492,0
1493,13
1494,24
1495,28
1496,27
1497,28
1498,37
1499,37
1500,42
1501,38
1502,49
1503,54
1504,66
1505,68
1506,56
1507,46
1508,32
1509,36
1510,33
1511,22
1512,9
1513,3
1514,8
1515,20
1516,19
1517,23
1518,16
1519,19
1520,19
1521,23
1522,18
1523,14
1524,6
1525,21
1526,28
1527,39
1528,30
1529,31
1530,39
1531,52
1532,49
1533,33
1534,24
1535,24
1536,29
1537,36
1538,39
1539,41
1540,41
1541,40
1542,42
1543,46
1544,54
1545,59
1546,57
1547,60
1548,64
1549,66
1550,58
1551,44
1552,35
1553,36
1554,37
1555,45
1556,44
1557,47
1558,42
1559,41
1560,41
1561,38
1562,31
1563,22
1564,21
1565,19
1566,16
1567,22
1568,29
1569,41
1570,49
1571,61
1572,72
1573,71
1574,72
1575,62
1576,68
1577,61
1578,57
1579,48
1580,54
1581,61
1582,62
1583,58
1584,57
1585,57
1586,60
1587,57
1588,52
1589,54
1590,53
1591,51
1592,45
1593,35
1594,21
1595,6
1596,0
1597,5
1598,14
1599,16
1600,14
1601,4
1602,8
1603,14
1604,16
1605,14
1606,11
1607,11
1608,15
1609,9
1610,13
1611,6
1612,9
1613,8
1614,7
1615,8
1616,13
1617,13
1618,-1
1619,16
1620,19
1621,30
1622,35
1623,24
1624,21
1625,17
1626,26
1627,24
1628,25
1629,26
1630,21
1631,16
1632,16
1633,19
1634,12
1635,12
1636,9
1637,20
1638,23
1639,27
1640,28
1641,35
1642,50
1643,52
1644,39
1645,22
1646,26
1647,26
1648,44
1649,39
1650,38
1651,28
1652,24
1653,27
1654,26
1655,19
1656,13
1657,16
1658,23
1659,27
1660,19
1661,17
1662,16
1663,14
1664,12
1665,12
1666,21
1667,23
1668,25
1669,21
1670,28
1671,17
1672,21
1673,23
1674,27
1675,19
1676,10
1677,14
1678,19
1679,26
1680,27
1681,28
1682,29
1683,30
1684,31
1685,35
1686,43
1687,54
1688,54
1689,59
1690,68
1691,70
1692,67
1693,55
1694,46
1695,39
1696,39
1697,39
1698,41
1699,32
1700,34
1701,34
1702,39
1703,33
1704,29
1705,31
1706,30
1707,29
1708,24
1709,24
1710,27
1711,33
1712,40
1713,43
1714,37
1715,37
1716,32
1717,31
1718,25
1719,33
1720,36
1721,41
1722,37
1723,31
1724,32
1725,29
1726,23
1727,25
1728,26
1729,39
1730,39
1731,37
1732,36
1733,29
1734,34
1735,33
1736,36
1737,34
1738,26
1739,23
1740,21
1741,30
1742,25
1743,31
1744,27
1745,31
1746,19
1747,16
1748,12
1749,22
1750,24
1751,39
1752,37
1753,42
1754,26
1755,22
1756,11
1757,14
1758,11
1759,19
1760,21
1761,24
1762,14
1763,9
1764,2
1765,6
1766,9
1767,20
1768,25
1769,29
1770,25
1771,22
1772,16
1773,10
1774,15
1775,22
1776,22
1777,19
1778,15
1779,24
1780,29
1781,34
1782,33
1783,34
1784,35
1785,41
1786,42
1787,50
1788,55
1789,56
1790,55
1791,-1
1792,48
1793,45
1794,35
1795,38
1796,48
1797,44
1798,32
1799,17
1800,22
1801,23
1802,30
1803,25
1804,25
1805,17
1806,17
1807,25
1808,32
1809,33
1810,34
1811,31
1812,38
1813,42
1814,46
1815,44
1816,38
1817,43
1818,48
1819,49
1820,50
1821,42
1822,38
1823,29
1824,23
1825,21
1826,24
1827,29
1828,31
1829,29
1830,22
1831,19
1832,14
1833,15
1834,16
1835,21
1836,24
1837,32
1838,29
1839,30
1840,22
1841,26
1842,31
1843,33
1844,33
1845,19
1846,19
1847,20
1848,31
1849,20
1850,20
1851,20
1852,20
1853,20
1854,16
1855,17
1856,28
1857,33
1858,35
1859,30
1860,24
1861,24
1862,23
1863,28
1864,39
1865,35
1866,34
1867,19
1868,23
1869,21
1870,22
1871,13
1872,17
1873,23
1874,31
1875,24
1876,21
1877,26
1878,29
1879,35
1880,31
1881,41
1882,45
1883,52
1884,46
1885,44
1886,40
1887,41
1888,42
1889,40
1890,40
1891,23
1892,21
1893,14
1894,26
1895,21
1896,27
1897,22
1898,33
1899,31
1900,23
1901,16
1902,21
1903,29
1904,30
1905,27
1906,36
1907,37
1908,33
1909,24
1910,19
1911,19
1912,16
1913,22
1914,35
1915,47
1916,52
1917,40
1918,37
1919,37
1920,25
1921,33
1922,21
1923,22
1924,14
1925,20
1926,16
1927,21
1928,19
1929,29
1930,29
1931,36
1932,32
1933,41
1934,36
1935,33
1936,28
1937,22
1938,18
1939,10
1940,13
1941,8
1942,10
1943,4
1944,5
1945,9
1946,9
1947,9
1948,9
1949,9
1950,4
1951,0
1952,0
1953,11
1954,11
1955,19
1956,22
1957,28
1958,31
1959,34
1960,36
1961,25
1962,12
1963,4
1964,6
1965,11
1966,18
1967,21
1968,10
1969,9
1970,8
1971,14
1972,13
1973,13
1974,7
1975,2
1976,2
1977,7
1978,13
1979,26
1980,46
1981,60
1982,57
1983,51
1984,42
1985,36
1986,32
1987,23
1988,28
1989,20
1990,24
1991,19
1992,21
1993,20
1994,12
1995,3
1996,7
1997,7
1998,10
1999,12
2000,12
2001,10
2002,8
2003,20
2004,38
2005,36
2006,33
2007,24
2008,19
2009,25
2010,26
2011,38
2012,29
2013,30
2014,16
2015,14
2016,11
2017,14
2018,10
2019,4
2020,4
2021,11
2022,11
2023,5
2024,-1
2025,-1
2026,-1
2027,-1
2028,-1
2029,-1
2030,1
2031,3
2032,3
2033,5
2034,4
2035,7
2036,2
2037,2
2038,2
2039,2
2040,2
2041,-1
2042,-1
2043,-1
2044,4
2045,7
2046,14
2047,8
2048,5
2049,-1
2050,0
2051,7
2052,16
2053,15
2054,9
2055,3
2056,14
2057,13
2058,10
2059,-1
2060,-1
2061,-1
2062,9
2063,9
2064,9
2065,-1
2066,-1
2067,-1
2068,-1
2069,-1
2070,-1
2071,-1
2072,-1
2073,-1
2074,-1
2075,-1
2076,2
2077,9
2078,9
2079,15
2080,15
2081,9
2082,19
2083,17
2084,24
2085,19
2086,21
2087,14
2088,10
2089,3
2090,9
2091,15
2092,23
2093,17
2094,11
2095,9
2096,8
2097,6
2098,0
2099,11
2100,18
2101,25
2102,20
2103,23
2104,23
2105,17
2106,18
2107,14
2108,16
2109,14
2110,9
2111,6
2112,5
2113,6
2114,5
2115,0
2116,0
2117,9
2118,33
2119,39
2120,44
2121,34
2122,39
2123,31
2124,16
2125,24
2126,32
2127,57
2128,59
2129,57
2130,39
2131,27
2132,26
2133,38
2134,42
2135,44
2136,39
2137,39
2138,34
2139,20
2140,9
2141,1
2142,9
2143,9
2144,14
2145,6
2146,3
2147,0
2148,6
2149,17
2150,34
2151,35
2152,31
2153,17
2154,19
2155,14
2156,12
2157,4
2158,9
2159,11
2160,9
2161,2
2162,0
2163,0
2164,2
2165,11
2166,13
2167,9
2168,2
2169,0
2170,0
2171,0
2172,6
2173,10
2174,10
2175,9
2176,7
2177,19
2178,27
2179,37
2180,26
2181,12
2182,9
2183,17
2184,17
2185,8
2186,0
2187,0
2188,0
2189,9
2190,7
2191,9
2192,0
2193,0
2194,3
2195,3
2196,3
2197,0
2198,8
2199,16
2200,23
2201,16
2202,11
2203,6
2204,8
2205,6
2206,8
2207,9
2208,8
2209,9
2210,6
2211,6
2212,1
2213,4
2214,4
2215,1
2216,0
2217,0
2218,-1
2219,-1
2220,4
2221,7
2222,7
2223,4
2224,5
2225,14
2226,14
2227,7
2228,0
2229,6
2230,6
2231,6
2232,0
2233,0
2234,2
2235,9
2236,8
2237,6
2238,0
2239,6
2240,15
2241,16
2242,16
2243,10
2244,11
2245,14
2246,14
2247,13
2248,5
2249,2
2250,4
2251,1
2252,7
2253,5
2254,6
2255,6
2256,16
2257,21
2258,18
2259,4
2260,4
2261,4
2262,0
2263,5
2264,6
2265,6
2266,0
2267,5
2268,5
2269,8
2270,2
2271,2
2272,0
2273,6
2274,6
2275,5
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,1
2284,1
2285,9
2286,13
2287,13
2288,15
2289,9
2290,15
2291,5
2292,10
2293,15
2294,29
2295,35
2296,38
2297,39
2298,42
2299,32
2300,23
2301,14
2302,11
2303,5
2304,1
2305,1
2306,1
2307,1
2308,2
2309,2
2310,0
2311,4
2312,7
2313,14
2314,12
2315,9
2316,6
2317,2
2318,10
2319,24
2320,27
2321,29
2322,16
2323,18
2324,9
2325,20
2326,18
2327,26
2328,19
2329,22
2330,17
2331,14
2332,8
2333,11
2334,9
2335,20
2336,12
2337,12
2338,1
2339,3
2340,0
2341,3
2342,11
2343,11
2344,8
2345,1
2346,1
2347,1
2348,0
2349,0
2350,0
2351,0
2352,4
2353,4
2354,5
2355,9
2356,9
2357,9
2358,0
2359,0
2360,3
2361,8
2362,11
2363,6
2364,2
2365,2
2366,7
2367,7
2368,4
2369,3
2370,6
2371,9
2372,5
2373,12
2374,9
2375,9
2376,0
2377,0
2378,4
2379,4
2380,4
2381,3
2382,8
2383,8
2384,4
2385,0
2386,0
2387,1
2388,4
2389,4
2390,7
2391,14
2392,22
2393,19
2394,11
2395,1
2396,9
2397,9
2398,9
2399,0
2400,18
2401,15
2402,6
2403,14
2404,20
2405,26
2406,28
2407,31
2408,28
2409,25
2410,33
2411,36
2412,37
2413,32
2414,37
2415,37
2416,38
2417,37
2418,41
2419,35
2420,32
2421,27
2422,32
2423,34
2424,34
2425,23
2426,11
2427,7
2428,10
2429,17
2430,12
2431,10
2432,6
2433,13
2434,17
2435,22
2436,24
2437,20
2438,13
2439,11
2440,13
2441,20
2442,15
2443,14
2444,10
2445,11
2446,6
2447,6
2448,5
2449,9
2450,7
2451,6
2452,1
2453,1
2454,10
2455,11
2456,12
2457,2
2458,1
2459,0
2460,0
2461,6
2462,14
2463,15
2464,9
2465,1
2466,0
2467,4
2468,6
2469,15
2470,13
2471,16
2472,9
2473,6
2474,1
2475,0
2476,1
2477,4
2478,11
2479,14
2480,14
2481,14
2482,12
2483,18
2484,23
2485,32
2486,39
2487,37
2488,33
2489,29
2490,29
2491,31
2492,29
2493,31
2494,34
2495,33
2496,27
2497,13
2498,5
2499,0
2500,3
2501,7
2502,9
2503,12
2504,11
2505,15
2506,23
2507,22
2508,23
2509,11
2510,11
2511,11
2512,11
2513,3
2514,8
2515,15
2516,20
2517,22
2518,14
2519,11
2520,4
2521,6
2522,7
2523,13
2524,12
2525,16
2526,12
2527,10
2528,2
2529,3
2530,9
2531,17
2532,13
2533,12
2534,15
2535,27
2536,31
2537,22
2538,14
2539,14
2540,16
2541,15
2542,13
2543,14
2544,11
2545,5
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,2
2553,4
2554,6
2555,4
2556,6
2557,11
2558,18
2559,19
2560,12
2561,4
2562,0
2563,4
2564,6
2565,9
2566,13
2567,15
2568,17
2569,12
2570,11
2571,6
2572,3
2573,0
2574,3
2575,3
2576,2
2577,0
2578,0
2579,10
2580,17
2581,23
2582,12
2583,12
2584,12
2585,16
2586,8
2587,8
2588,10
2589,18
2590,17
2591,16
2592,8
2593,3
2594,6
2595,7
2596,7
2597,0
2598,0
2599,0
2600,0
2601,8
2602,11
2603,16
2604,7
2605,5
2606,4
2607,7
2608,10
2609,12
2610,11
2611,14
2612,11
2613,14
2614,13
2615,19
2616,12
2617,13
2618,6
2619,6
2620,4
2621,9
2622,13
2623,9
2624,6
2625,4
2626,11
2627,10
2628,14
2629,9
2630,11
2631,10
2632,15
2633,10
2634,10
2635,3
2636,3
2637,2
2638,2
2639,2
2640,0
2641,0
2642,0
2643,10
2644,10
2645,10
2646,1
2647,9
2648,11
2649,9
2650,1
2651,9
2652,16
2653,16
2654,6
2655,4
2656,5
2657,11
2658,8
2659,6
2660,11
2661,9
2662,12
2663,1
2664,1
2665,0
2666,0
2667,0
2668,0
2669,5
2670,4
2671,6
2672,4
2673,4
2674,14
2675,14
2676,16
2677,21
2678,11
2679,25
2680,36
2681,37
2682,32
2683,32
2684,33
2685,27
2686,21
2687,32
2688,34
2689,29
2690,24
2691,20
2692,25
2693,21
2694,27
2695,31
2696,28
2697,25
2698,33
2699,39
2700,39
2701,27
2702,35
2703,45
2704,62
2705,56
2706,44
2707,31
2708,20
2709,21
2710,9
2711,14
2712,6
2713,15
2714,9
2715,8
2716,0
2717,0
2718,0
2719,0
2720,0
2721,7
2722,29
2723,42
2724,54
2725,57
2726,56
2727,45
2728,25
2729,26
2730,24
2731,25
2732,18
2733,19
2734,15
2735,16
2736,14
2737,26
2738,24
2739,32
2740,34
2741,35
2742,35
2743,37
2744,50
2745,42
2746,34
2747,25
2748,22
2749,22
2750,14
2751,11
2752,7
2753,9
2754,17
2755,20
2756,16
2757,9
2758,1
2759,5
2760,3
2761,3
2762,0
2763,0
2764,8
2765,13
2766,24
2767,15
2768,16
2769,8
2770,9
2771,9
2772,9
2773,17
2774,29
2775,33
2776,48
2777,53
2778,55
2779,36
2780,21
2781,10
2782,14
2783,15
2784,22
2785,14
2786,17
2787,12
2788,19
2789,14
2790,12
2791,3
2792,3
2793,4
2794,6
2795,7
2796,7
2797,5
2798,4
2799,6
2800,6
2801,4
2802,0
2803,14
2804,16
2805,16
2806,2
2807,3
2808,5
2809,5
2810,4
2811,2
2812,5
2813,11
2814,21
2815,26
2816,21
2817,20
2818,25
2819,27
2820,29
2821,29
2822,35
2823,36
2824,31
2825,29
2826,22
2827,14
2828,8
2829,6
2830,14
2831,10
2832,7
2833,10
2834,15
2835,19
2836,11
2837,11
2838,7
2839,10
2840,16
2841,21
2842,22
2843,23
2844,29
2845,32
2846,29
2847,28
2848,17
2849,13
2850,14
2851,20
2852,17
2853,14
2854,7
2855,12
2856,6
2857,6
2858,0
2859,6
2860,14
2861,22
2862,27
2863,19
2864,17
2865,10
2866,24
2867,36
2868,44
2869,30
2870,15
2871,5
2872,13
2873,13
2874,12
2875,6
2876,9
2877,16
2878,20
2879,19
2880,17
2881,10
2882,5
2883,0
2884,3
2885,2
2886,2
2887,5
2888,14
2889,41
2890,40
2891,46
2892,34
2893,45
2894,30
2895,9
2896,24
2897,23
2898,19
2899,1
2900,6
2901,18
2902,16
2903,24
2904,25
2905,28
2906,17
2907,6
2908,10
2909,20
2910,25
2911,21
2912,10
2913,15
2914,38
2915,43
2916,62
2917,62
2918,56
2919,39
2920,26
2921,49
2922,49
2923,84
2924,53
2925,112
2926,69
2927,80
2928,18
2929,49
2930,70
2931,76
2932,25
2933,7
2934,7
2935,7
2936,15
2937,20
2938,30
2939,30
2940,29
2941,27
2942,26
2943,27
2944,27
2945,20
2946,13
2947,37
2948,63
2949,42
2950,26
2951,29
2952,29
2953,41
2954,22
2955,30
2956,36
2957,37
2958,31
2959,29
2960,41
2961,50
2962,43
2963,36
2964,41
2965,58
2966,58
2967,54
2968,58
2969,46
2970,36
2971,28
2972,29
2973,25
2974,12
2975,6
2976,7
2977,8
2978,15
2979,26
2980,31
2981,53
2982,51
2983,64
2984,30
2985,28
2986,26
2987,30
2988,37
2989,53
2990,67
2991,63
2992,63
2993,63
